Time
80.189
80.698
81.177
40.388
80.286
80.282
80.216
80.366
80.538
40.559
80.563
80.237
80.533
40.589
80.590
80.274
80.160
40.465
80.614
80.382
80.604
80.681
80.510
80.579
40.374
80.391
40.478
81.138
40.574
80.758
40.608
40.704
40.535
80.814
80.669
40.521
80.674
40.598
40.293
40.347
40.508
80.707
80.568
40.519
40.329
80.164
40.921
80.382
40.362
40.684
80.533
40.252
40.179
40.383
40.583
40.503
40.307
80.345
40.503
80.786
40.636
40.489
40.673
40.564
40.825
80.638
80.576
80.337
40.620
40.478
80.369
40.435
40.558
80.261
80.530
40.380
80.651
80.357
80.860
80.630
40.790
80.694
80.829
40.315
80.941
40.691
80.104
40.164
40.376
80.335
80.686
40.462
40.666
80.536
41.515
80.604
40.647
80.824
80.544
40.393
40.319
40.524
80.409
80.551
40.484
80.720
80.128
81.104
40.220
80.931
40.372
40.608
40.754
40.279
80.208
40.439
40.710
40.547
40.545
40.634
40.634
80.473
40.270
40.402
40.509
80.452
80.352
80.615
41.787
80.488
80.767
80.294
41.320
80.459
40.472
80.208
40.212
80.416
80.318
81.970
40.252
80.424
40.914
40.695
40.507
80.551
80.706
40.855
40.476
80.327
40.866
80.435
40.838
80.331
82.291
40.305
80.521
80.417
80.215
40.537
40.583
80.746
80.622
41.324
40.514
40.645
80.963
40.872
40.256
80.440
82.015
41.023
41.567
80.150
42.196
80.597
41.646
80.414
80.611
80.256
40.539
40.514
80.549
40.246
40.671
80.215
80.498
40.639
40.236
80.697
81.266
80.325
40.045
41.032
81.105
41.201
40.504
40.583
40.405
40.620
40.484
80.626
80.497
40.306
40.440
81.085
40.481
80.393
40.142
80.421
40.913
40.558
40.771
40.867
80.479
40.705
40.381
81.675
80.202
40.223
80.320
80.614
80.696
80.632
40.915
80.195
80.887
41.019
80.556
81.106
80.614
80.164
41.090
80.274
81.145
40.493
80.172
40.811
80.773
84.280
38.431
40.730
80.340
40.523
40.149
40.668
40.391
40.422
40.327
80.152
80.359
41.262
80.125
80.455
80.672
80.940
40.589
80.417
80.184
40.145
40.511
80.502
80.848
40.664
40.037
40.355
81.597
40.228
40.747
40.403
41.751
40.614
40.781
80.683
40.060
40.341
80.445
40.587
40.467
40.469
40.558
80.697
80.280
40.706
40.518
40.402
40.471
80.447
40.666
80.352
80.585
80.725
40.394
41.318
80.781
40.825
40.290
80.385
80.544
41.126
80.535
40.359
81.166
40.625
40.694
80.530
80.594
40.805
80.049
80.610
80.370
80.493
40.760
80.609
80.183
40.628
80.261
40.405
40.148
80.494
40.348
80.473
80.419
80.618
40.433
80.878
39.822
40.314
40.367
80.201
80.251
80.716
40.844
80.431
40.144
80.458
40.758
80.296
81.015
80.220
40.441
40.475
80.238
80.645
40.542
80.367
80.529
40.485
80.212
40.536
40.196
40.294
40.140
80.523
80.475
40.965
40.183
80.186
40.425
80.310
40.169
80.498
81.065
80.585
40.202
81.053
40.013
40.454
40.647
80.441
80.221
40.627
80.173
40.711
80.328
81.781
40.575
80.460
80.383
40.839
80.531
40.961
40.793
80.713
40.435
40.493
80.325
40.559
40.280
40.173
40.267
40.247
40.464
80.401
40.408
40.215
80.367
41.132
42.295
40.508
40.329
80.720
80.970
40.469
80.441
